Municipalities;Indicadores de renta media;Period;Total
0801907007 Barcelona sección 07007;Índice de Gini;2016;31.1
0801907007 Barcelona sección 07007;Índice de Gini;2015;31.3
0801907007 Barcelona sección 07007;Distribución de la renta P80/P20;2017;2.7
0801907007 Barcelona sección 07007;Distribución de la renta P80/P20;2016;2.7
0801907007 Barcelona sección 07007;Distribución de la renta P80/P20;2015;2.7
0801907010 Barcelona sección 07010;Índice de Gini;2017;32.4
0801907010 Barcelona sección 07010;Índice de Gini;2016;33.8
0801907010 Barcelona sección 07010;Índice de Gini;2015;35.0
0801907010 Barcelona sección 07010;Distribución de la renta P80/P20;2017;2.9
0801907010 Barcelona sección 07010;Distribución de la renta P80/P20;2016;3.4
0801907010 Barcelona sección 07010;Distribución de la renta P80/P20;2015;3.6
0801907013 Barcelona sección 07013;Índice de Gini;2017;29.0
0801907013 Barcelona sección 07013;Índice de Gini;2016;29.9
0801907013 Barcelona sección 07013;Índice de Gini;2015;30.3
0801907013 Barcelona sección 07013;Distribución de la renta P80/P20;2017;2.4
0801907013 Barcelona sección 07013;Distribución de la renta P80/P20;2016;2.3
0801907013 Barcelona sección 07013;Distribución de la renta P80/P20;2015;2.7
0801907018 Barcelona sección 07018;Índice de Gini;2017;33.6
0801907018 Barcelona sección 07018;Índice de Gini;2016;34.7
0801907018 Barcelona sección 07018;Índice de Gini;2015;35.9
0801907018 Barcelona sección 07018;Distribución de la renta P80/P20;2017;3.2
0801907018 Barcelona sección 07018;Distribución de la renta P80/P20;2016;3.2
0801907018 Barcelona sección 07018;Distribución de la renta P80/P20;2015;3.3
0801907038 Barcelona sección 07038;Índice de Gini;2017;30.7
0801907038 Barcelona sección 07038;Índice de Gini;2016;32.3
0801907038 Barcelona sección 07038;Índice de Gini;2015;32.8
0801907038 Barcelona sección 07038;Distribución de la renta P80/P20;2017;2.7
0801907038 Barcelona sección 07038;Distribución de la renta P80/P20;2016;2.7
0801907038 Barcelona sección 07038;Distribución de la renta P80/P20;2015;3.0
0801907040 Barcelona sección 07040;Índice de Gini;2017;33.2
0801907040 Barcelona sección 07040;Índice de Gini;2016;35.0
0801907040 Barcelona sección 07040;Índice de Gini;2015;32.4
0801907040 Barcelona sección 07040;Distribución de la renta P80/P20;2017;2.9
0801907040 Barcelona sección 07040;Distribución de la renta P80/P20;2016;3.1
0801907040 Barcelona sección 07040;Distribución de la renta P80/P20;2015;2.9
0801907050 Barcelona sección 07050;Índice de Gini;2017;34.0
0801907050 Barcelona sección 07050;Índice de Gini;2016;33.9
0801907050 Barcelona sección 07050;Índice de Gini;2015;33.5
0801907050 Barcelona sección 07050;Distribución de la renta P80/P20;2017;2.9
0801907050 Barcelona sección 07050;Distribución de la renta P80/P20;2016;2.8
0801907050 Barcelona sección 07050;Distribución de la renta P80/P20;2015;2.9
0801907077 Barcelona sección 07077;Índice de Gini;2017;29.2
0801907077 Barcelona sección 07077;Índice de Gini;2016;29.6
0801907077 Barcelona sección 07077;Índice de Gini;2015;29.5
0801907077 Barcelona sección 07077;Distribución de la renta P80/P20;2017;2.4
0801907077 Barcelona sección 07077;Distribución de la renta P80/P20;2016;2.6
0801907077 Barcelona sección 07077;Distribución de la renta P80/P20;2015;2.7
0801907084 Barcelona sección 07084;Índice de Gini;2017;31.7
0801907084 Barcelona sección 07084;Índice de Gini;2016;32.2
0801907084 Barcelona sección 07084;Índice de Gini;2015;31.5
0801907084 Barcelona sección 07084;Distribución de la renta P80/P20;2017;2.8
0801907084 Barcelona sección 07084;Distribución de la renta P80/P20;2016;2.8
0801907084 Barcelona sección 07084;Distribución de la renta P80/P20;2015;2.8
0801907087 Barcelona sección 07087;Índice de Gini;2017;30.0
0801907087 Barcelona sección 07087;Índice de Gini;2016;30.7
0801907087 Barcelona sección 07087;Índice de Gini;2015;31.0
0801907087 Barcelona sección 07087;Distribución de la renta P80/P20;2017;2.6
0801907087 Barcelona sección 07087;Distribución de la renta P80/P20;2016;2.6
0801907087 Barcelona sección 07087;Distribución de la renta P80/P20;2015;2.6
0801907092 Barcelona sección 07092;Índice de Gini;2017;29.7
0801907092 Barcelona sección 07092;Índice de Gini;2016;30.0
0801907092 Barcelona sección 07092;Índice de Gini;2015;30.6
0801907092 Barcelona sección 07092;Distribución de la renta P80/P20;2017;2.7
0801907092 Barcelona sección 07092;Distribución de la renta P80/P20;2016;2.7
0801907092 Barcelona sección 07092;Distribución de la renta P80/P20;2015;2.9
0801907109 Barcelona sección 07109;Índice de Gini;2017;28.3
0801907109 Barcelona sección 07109;Índice de Gini;2016;29.5
0801907109 Barcelona sección 07109;Índice de Gini;2015;28.6
0801907109 Barcelona sección 07109;Distribución de la renta P80/P20;2017;2.2
0801907109 Barcelona sección 07109;Distribución de la renta P80/P20;2016;2.4
0801907109 Barcelona sección 07109;Distribución de la renta P80/P20;2015;2.4
0801907122 Barcelona sección 07122;Índice de Gini;2017;29.6
0801907122 Barcelona sección 07122;Índice de Gini;2016;32.1
0801907122 Barcelona sección 07122;Índice de Gini;2015;33.5
0801907122 Barcelona sección 07122;Distribución de la renta P80/P20;2017;2.7
0801907122 Barcelona sección 07122;Distribución de la renta P80/P20;2016;2.9
0801907122 Barcelona sección 07122;Distribución de la renta P80/P20;2015;2.8
0801907017 Barcelona sección 07017;Índice de Gini;2017;31.5
0801907017 Barcelona sección 07017;Índice de Gini;2016;32.0
0801907017 Barcelona sección 07017;Índice de Gini;2015;32.7
0801907017 Barcelona sección 07017;Distribución de la renta P80/P20;2017;2.7
0801907017 Barcelona sección 07017;Distribución de la renta P80/P20;2016;2.9
0801907017 Barcelona sección 07017;Distribución de la renta P80/P20;2015;3.0
0801907024 Barcelona sección 07024;Índice de Gini;2017;31.9
0801907024 Barcelona sección 07024;Índice de Gini;2016;32.7
0801907024 Barcelona sección 07024;Índice de Gini;2015;31.4
0801907024 Barcelona sección 07024;Distribución de la renta P80/P20;2017;2.8
0801907024 Barcelona sección 07024;Distribución de la renta P80/P20;2016;2.6
0801907024 Barcelona sección 07024;Distribución de la renta P80/P20;2015;2.6
0801907036 Barcelona sección 07036;Índice de Gini;2017;30.5
0801907036 Barcelona sección 07036;Índice de Gini;2016;30.9
0801907036 Barcelona sección 07036;Índice de Gini;2015;31.0
0801907036 Barcelona sección 07036;Distribución de la renta P80/P20;2017;2.7
0801907036 Barcelona sección 07036;Distribución de la renta P80/P20;2016;2.9
0801907036 Barcelona sección 07036;Distribución de la renta P80/P20;2015;2.8
0801907039 Barcelona sección 07039;Índice de Gini;2017;31.8
0801907039 Barcelona sección 07039;Índice de Gini;2016;33.3
0801907039 Barcelona sección 07039;Índice de Gini;2015;33.6
0801907039 Barcelona sección 07039;Distribución de la renta P80/P20;2017;2.9
0801907039 Barcelona sección 07039;Distribución de la renta P80/P20;2016;3.1
0801907039 Barcelona sección 07039;Distribución de la renta P80/P20;2015;3.1
0801907043 Barcelona sección 07043;Índice de Gini;2017;30.7
0801907043 Barcelona sección 07043;Índice de Gini;2016;30.2
0801907043 Barcelona sección 07043;Índice de Gini;2015;30.7
0801907043 Barcelona sección 07043;Distribución de la renta P80/P20;2017;2.9
0801907043 Barcelona sección 07043;Distribución de la renta P80/P20;2016;2.7
0801907043 Barcelona sección 07043;Distribución de la renta P80/P20;2015;2.9
0801907054 Barcelona sección 07054;Índice de Gini;2017;33.7
0801907054 Barcelona sección 07054;Índice de Gini;2016;33.9
0801907054 Barcelona sección 07054;Índice de Gini;2015;32.8
0801907054 Barcelona sección 07054;Distribución de la renta P80/P20;2017;2.8
0801907054 Barcelona sección 07054;Distribución de la renta P80/P20;2016;2.8
0801907054 Barcelona sección 07054;Distribución de la renta P80/P20;2015;2.8
0801907056 Barcelona sección 07056;Índice de Gini;2017;34.3
0801907056 Barcelona sección 07056;Índice de Gini;2016;34.5
0801907056 Barcelona sección 07056;Índice de Gini;2015;34.0
0801907056 Barcelona sección 07056;Distribución de la renta P80/P20;2017;2.8
0801907056 Barcelona sección 07056;Distribución de la renta P80/P20;2016;2.9
0801907056 Barcelona sección 07056;Distribución de la renta P80/P20;2015;2.9
0801907057 Barcelona sección 07057;Índice de Gini;2017;33.0
0801907057 Barcelona sección 07057;Índice de Gini;2016;36.6
0801907057 Barcelona sección 07057;Índice de Gini;2015;36.5
0801907057 Barcelona sección 07057;Distribución de la renta P80/P20;2017;2.8
0801907057 Barcelona sección 07057;Distribución de la renta P80/P20;2016;3.1
0801907057 Barcelona sección 07057;Distribución de la renta P80/P20;2015;3.1
0801907060 Barcelona sección 07060;Índice de Gini;2017;29.2
0801907060 Barcelona sección 07060;Índice de Gini;2016;30.0
0801907060 Barcelona sección 07060;Índice de Gini;2015;31.6
0801907060 Barcelona sección 07060;Distribución de la renta P80/P20;2017;2.5
0801907060 Barcelona sección 07060;Distribución de la renta P80/P20;2016;2.5
0801907060 Barcelona sección 07060;Distribución de la renta P80/P20;2015;2.7
0801907074 Barcelona sección 07074;Índice de Gini;2017;31.1
0801907074 Barcelona sección 07074;Índice de Gini;2016;31.9
0801907074 Barcelona sección 07074;Índice de Gini;2015;31.0
0801907074 Barcelona sección 07074;Distribución de la renta P80/P20;2017;2.7
0801907074 Barcelona sección 07074;Distribución de la renta P80/P20;2016;2.7
0801907074 Barcelona sección 07074;Distribución de la renta P80/P20;2015;2.7
0801907083 Barcelona sección 07083;Índice de Gini;2017;29.5
0801907083 Barcelona sección 07083;Índice de Gini;2016;30.0
0801907083 Barcelona sección 07083;Índice de Gini;2015;29.9
0801907083 Barcelona sección 07083;Distribución de la renta P80/P20;2017;2.7
0801907083 Barcelona sección 07083;Distribución de la renta P80/P20;2016;2.5
0801907083 Barcelona sección 07083;Distribución de la renta P80/P20;2015;2.8
0801907088 Barcelona sección 07088;Índice de Gini;2017;32.5
0801907088 Barcelona sección 07088;Índice de Gini;2016;34.2
0801907088 Barcelona sección 07088;Índice de Gini;2015;31.8
0801907088 Barcelona sección 07088;Distribución de la renta P80/P20;2017;2.9
0801907088 Barcelona sección 07088;Distribución de la renta P80/P20;2016;3.0
0801907088 Barcelona sección 07088;Distribución de la renta P80/P20;2015;2.8
0801907089 Barcelona sección 07089;Índice de Gini;2017;31.9
0801907089 Barcelona sección 07089;Índice de Gini;2016;32.9
0801907089 Barcelona sección 07089;Índice de Gini;2015;33.2
0801907089 Barcelona sección 07089;Distribución de la renta P80/P20;2017;2.7
0801907089 Barcelona sección 07089;Distribución de la renta P80/P20;2016;2.9
0801907089 Barcelona sección 07089;Distribución de la renta P80/P20;2015;2.9
0801907103 Barcelona sección 07103;Índice de Gini;2017;34.3
0801907103 Barcelona sección 07103;Índice de Gini;2016;35.5
0801907103 Barcelona sección 07103;Índice de Gini;2015;35.2
0801907103 Barcelona sección 07103;Distribución de la renta P80/P20;2017;3.1
0801907103 Barcelona sección 07103;Distribución de la renta P80/P20;2016;3.3
0801907103 Barcelona sección 07103;Distribución de la renta P80/P20;2015;3.3
0801907104 Barcelona sección 07104;Índice de Gini;2017;30.4
0801907104 Barcelona sección 07104;Índice de Gini;2016;30.7
0801907104 Barcelona sección 07104;Índice de Gini;2015;29.2
0801907104 Barcelona sección 07104;Distribución de la renta P80/P20;2017;2.8
0801907104 Barcelona sección 07104;Distribución de la renta P80/P20;2016;2.8
0801907104 Barcelona sección 07104;Distribución de la renta P80/P20;2015;2.6
0801907119 Barcelona sección 07119;Índice de Gini;2017;30.8
0801907119 Barcelona sección 07119;Índice de Gini;2016;29.9
0801907119 Barcelona sección 07119;Índice de Gini;2015;31.8
0801907119 Barcelona sección 07119;Distribución de la renta P80/P20;2017;2.6
0801907119 Barcelona sección 07119;Distribución de la renta P80/P20;2016;2.7
0801907119 Barcelona sección 07119;Distribución de la renta P80/P20;2015;2.6
0801907121 Barcelona sección 07121;Índice de Gini;2017;30.9
0801907121 Barcelona sección 07121;Índice de Gini;2016;31.5
0801907121 Barcelona sección 07121;Índice de Gini;2015;30.8
0801907121 Barcelona sección 07121;Distribución de la renta P80/P20;2017;2.7
0801907121 Barcelona sección 07121;Distribución de la renta P80/P20;2016;2.8
0801907121 Barcelona sección 07121;Distribución de la renta P80/P20;2015;2.6
0801907015 Barcelona sección 07015;Índice de Gini;2017;32.5
0801907015 Barcelona sección 07015;Índice de Gini;2016;32.6
0801907015 Barcelona sección 07015;Índice de Gini;2015;32.9
0801907015 Barcelona sección 07015;Distribución de la renta P80/P20;2017;2.9
0801907015 Barcelona sección 07015;Distribución de la renta P80/P20;2016;2.8
0801907015 Barcelona sección 07015;Distribución de la renta P80/P20;2015;2.9
0801907023 Barcelona sección 07023;Índice de Gini;2017;31.2
0801907023 Barcelona sección 07023;Índice de Gini;2016;32.3
0801907023 Barcelona sección 07023;Índice de Gini;2015;31.9
0801907023 Barcelona sección 07023;Distribución de la renta P80/P20;2017;2.8
0801907023 Barcelona sección 07023;Distribución de la renta P80/P20;2016;2.9
0801907023 Barcelona sección 07023;Distribución de la renta P80/P20;2015;2.6
0801907028 Barcelona sección 07028;Índice de Gini;2017;34.6
0801907028 Barcelona sección 07028;Índice de Gini;2016;35.0
0801907028 Barcelona sección 07028;Índice de Gini;2015;34.9
0801907028 Barcelona sección 07028;Distribución de la renta P80/P20;2017;3.1
0801907028 Barcelona sección 07028;Distribución de la renta P80/P20;2016;3.2
0801907028 Barcelona sección 07028;Distribución de la renta P80/P20;2015;3.3
0801907034 Barcelona sección 07034;Índice de Gini;2017;33.0
0801907034 Barcelona sección 07034;Índice de Gini;2016;33.2
0801907034 Barcelona sección 07034;Índice de Gini;2015;33.3
0801907034 Barcelona sección 07034;Distribución de la renta P80/P20;2017;3.0
0801907034 Barcelona sección 07034;Distribución de la renta P80/P20;2016;3.1
0801907034 Barcelona sección 07034;Distribución de la renta P80/P20;2015;3.1
0801907041 Barcelona sección 07041;Índice de Gini;2017;34.8
0801907041 Barcelona sección 07041;Índice de Gini;2016;35.2
0801907041 Barcelona sección 07041;Índice de Gini;2015;35.4
0801907041 Barcelona sección 07041;Distribución de la renta P80/P20;2017;3.2
0801907041 Barcelona sección 07041;Distribución de la renta P80/P20;2016;3.4
0801907041 Barcelona sección 07041;Distribución de la renta P80/P20;2015;3.2
0801907044 Barcelona sección 07044;Índice de Gini;2017;31.9
0801907044 Barcelona sección 07044;Índice de Gini;2016;31.3
0801907044 Barcelona sección 07044;Índice de Gini;2015;32.4
0801907044 Barcelona sección 07044;Distribución de la renta P80/P20;2017;2.8
0801907044 Barcelona sección 07044;Distribución de la renta P80/P20;2016;2.6
0801907044 Barcelona sección 07044;Distribución de la renta P80/P20;2015;2.7
0801907048 Barcelona sección 07048;Índice de Gini;2017;31.9
0801907048 Barcelona sección 07048;Índice de Gini;2016;31.2
0801907048 Barcelona sección 07048;Índice de Gini;2015;31.1
0801907048 Barcelona sección 07048;Distribución de la renta P80/P20;2017;2.7
